#Rules created by Clement Jonquet and Mehdi Mirzapour

@CONCEPT_FEATURES|Concept|Negation|Certainty|Temporality|Experiencer

@FEATURE_VALUES|Negation|affirm|negated
@FEATURE_VALUES|Certainty|certain|uncertain
pas mal pour ôter|forward|trigger|negated|10
pas mal pour exclure|forward|trigger|negated|10
pas mal pour eloigner|forward|trigger|negated|10
pas mal pour refuser|forward|trigger|negated|10
pas mal pour se defaire|forward|trigger|negated|10
bien pour ecarter|forward|trigger|negated|10
bien pour rejeter|forward|trigger|negated|10
bien pour eliminer|forward|trigger|negated|10
bien pour evincer|forward|trigger|negated|10
bien pour supprimer|forward|trigger|negated|10
bien pour proscrire|forward|trigger|negated|10
bien pour ôter|forward|trigger|negated|10
bien pour exclure|forward|trigger|negated|10
bien pour eloigner|forward|trigger|negated|10
bien pour refuser|forward|trigger|negated|10
bien pour se defaire|forward|trigger|negated|10
adequat pour ecarter|forward|trigger|negated|10
adequat pour rejeter|forward|trigger|negated|10
adequat pour eliminer|forward|trigger|negated|10
adequat pour evincer|forward|trigger|negated|10
adequat pour supprimer|forward|trigger|negated|10
adequat pour proscrire|forward|trigger|negated|10
adequat pour ôter|forward|trigger|negated|10
adequat pour exclure|forward|trigger|negated|10
adequat pour eloigner|forward|trigger|negated|10
adequat pour refuser|forward|trigger|negated|10
adequat pour se defaire|forward|trigger|negated|10
adequate pour ecarter|forward|trigger|negated|10
adequate pour rejeter|forward|trigger|negated|10
adequate pour eliminer|forward|trigger|negated|10
adequate pour evincer|forward|trigger|negated|10
adequate pour supprimer|forward|trigger|negated|10
adequate pour proscrire|forward|trigger|negated|10
adequate pour ôter|forward|trigger|negated|10
adequate pour exclure|forward|trigger|negated|10
adequate pour eloigner|forward|trigger|negated|10
adequate pour refuser|forward|trigger|negated|10
adequate pour se defaire|forward|trigger|negated|10
assez bien pour ecarter|forward|trigger|negated|10
assez bien pour rejeter|forward|trigger|negated|10
assez bien pour eliminer|forward|trigger|negated|10
assez bien pour evincer|forward|trigger|negated|10
assez bien pour supprimer|forward|trigger|negated|10
assez bien pour proscrire|forward|trigger|negated|10
assez bien pour ôter|forward|trigger|negated|10
assez bien pour exclure|forward|trigger|negated|10
assez bien pour eloigner|forward|trigger|negated|10
assez bien pour refuser|forward|trigger|negated|10
assez bien pour se defaire|forward|trigger|negated|10
suffisant pour exclure le patient|forward|trigger|negated|10
suffisant pour exclure la patiente|forward|trigger|negated|10
suffisant pour exclure le souffrant|forward|trigger|negated|10
suffisant pour exclure la souffrante|forward|trigger|negated|10
suffisant pour exclure le sujet|forward|trigger|negated|10
suffisant pour eliminer le patient|forward|trigger|negated|10
suffisant pour eliminer la patiente|forward|trigger|negated|10
suffisant pour eliminer le souffrant|forward|trigger|negated|10
suffisant pour eliminer la souffrante|forward|trigger|negated|10
suffisant pour eliminer le sujet|forward|trigger|negated|10
suffisant pour rejeter le patient|forward|trigger|negated|10
suffisant pour rejeter la patiente|forward|trigger|negated|10
suffisant pour rejeter le souffrant|forward|trigger|negated|10
suffisant pour rejeter la souffrante|forward|trigger|negated|10
suffisant pour rejeter le sujet|forward|trigger|negated|10
suffisant pour proscrire le patient|forward|trigger|negated|10
suffisant pour proscrire la patiente|forward|trigger|negated|10
suffisant pour proscrire le souffrant|forward|trigger|negated|10
suffisant pour proscrire la souffrante|forward|trigger|negated|10
suffisant pour proscrire le sujet|forward|trigger|negated|10
suffisant pour eloigner le patient|forward|trigger|negated|10
suffisant pour eloigner la patiente|forward|trigger|negated|10
suffisant pour eloigner le souffrant|forward|trigger|negated|10
suffisant pour eloigner la souffrante|forward|trigger|negated|10
suffisant pour eloigner le sujet|forward|trigger|negated|10
suffisant pour supprimer le patient|forward|trigger|negated|10
suffisant pour supprimer la patiente|forward|trigger|negated|10
suffisant pour supprimer le souffrant|forward|trigger|negated|10
suffisant pour supprimer la souffrante|forward|trigger|negated|10
suffisant pour supprimer le sujet|forward|trigger|negated|10
suffisant pour radier le patient|forward|trigger|negated|10
suffisant pour radier la patiente|forward|trigger|negated|10
suffisant pour radier le souffrant|forward|trigger|negated|10
suffisant pour radier la souffrante|forward|trigger|negated|10
suffisant pour radier le sujet|forward|trigger|negated|10
suffisante pour exclure le patient|forward|trigger|negated|10
suffisante pour exclure la patiente|forward|trigger|negated|10
suffisante pour exclure le souffrant|forward|trigger|negated|10
suffisante pour exclure la souffrante|forward|trigger|negated|10
suffisante pour exclure le sujet|forward|trigger|negated|10
suffisante pour eliminer le patient|forward|trigger|negated|10
suffisante pour eliminer la patiente|forward|trigger|negated|10
suffisante pour eliminer le souffrant|forward|trigger|negated|10
suffisante pour eliminer la souffrante|forward|trigger|negated|10
suffisante pour eliminer le sujet|forward|trigger|negated|10
suffisante pour rejeter le patient|forward|trigger|negated|10
suffisante pour rejeter la patiente|forward|trigger|negated|10
suffisante pour rejeter le souffrant|forward|trigger|negated|10
suffisante pour rejeter la souffrante|forward|trigger|negated|10
suffisante pour rejeter le sujet|forward|trigger|negated|10
suffisante pour proscrire le patient|forward|trigger|negated|10
suffisante pour proscrire la patiente|forward|trigger|negated|10
suffisante pour proscrire le souffrant|forward|trigger|negated|10
suffisante pour proscrire la souffrante|forward|trigger|negated|10
suffisante pour proscrire le sujet|forward|trigger|negated|10
suffisante pour eloigner le patient|forward|trigger|negated|10
suffisante pour eloigner la patiente|forward|trigger|negated|10
suffisante pour eloigner le souffrant|forward|trigger|negated|10
suffisante pour eloigner la souffrante|forward|trigger|negated|10
suffisante pour eloigner le sujet|forward|trigger|negated|10
suffisante pour supprimer le patient|forward|trigger|negated|10
suffisante pour supprimer la patiente|forward|trigger|negated|10
suffisante pour supprimer le souffrant|forward|trigger|negated|10
suffisante pour supprimer la souffrante|forward|trigger|negated|10
suffisante pour supprimer le sujet|forward|trigger|negated|10
suffisante pour radier le patient|forward|trigger|negated|10
suffisante pour radier la patiente|forward|trigger|negated|10
suffisante pour radier le souffrant|forward|trigger|negated|10
suffisante pour radier la souffrante|forward|trigger|negated|10
suffisante pour radier le sujet|forward|trigger|negated|10
passable pour exclure le patient|forward|trigger|negated|10
passable pour exclure la patiente|forward|trigger|negated|10
passable pour exclure le souffrant|forward|trigger|negated|10
passable pour exclure la souffrante|forward|trigger|negated|10
passable pour exclure le sujet|forward|trigger|negated|10
passable pour eliminer le patient|forward|trigger|negated|10
passable pour eliminer la patiente|forward|trigger|negated|10
passable pour eliminer le souffrant|forward|trigger|negated|10
passable pour eliminer la souffrante|forward|trigger|negated|10
passable pour eliminer le sujet|forward|trigger|negated|10
passable pour rejeter le patient|forward|trigger|negated|10
passable pour rejeter la patiente|forward|trigger|negated|10
passable pour rejeter le souffrant|forward|trigger|negated|10
passable pour rejeter la souffrante|forward|trigger|negated|10
passable pour rejeter le sujet|forward|trigger|negated|10
passable pour proscrire le patient|forward|trigger|negated|10
passable pour proscrire la patiente|forward|trigger|negated|10
passable pour proscrire le souffrant|forward|trigger|negated|10
passable pour proscrire la souffrante|forward|trigger|negated|10
passable pour proscrire le sujet|forward|trigger|negated|10
passable pour eloigner le patient|forward|trigger|negated|10
passable pour eloigner la patiente|forward|trigger|negated|10
passable pour eloigner le souffrant|forward|trigger|negated|10
passable pour eloigner la souffrante|forward|trigger|negated|10
passable pour eloigner le sujet|forward|trigger|negated|10
passable pour supprimer le patient|forward|trigger|negated|10
passable pour supprimer la patiente|forward|trigger|negated|10
passable pour supprimer le souffrant|forward|trigger|negated|10
passable pour supprimer la souffrante|forward|trigger|negated|10
passable pour supprimer le sujet|forward|trigger|negated|10
passable pour radier le patient|forward|trigger|negated|10
passable pour radier la patiente|forward|trigger|negated|10
passable pour radier le souffrant|forward|trigger|negated|10
passable pour radier la souffrante|forward|trigger|negated|10
passable pour radier le sujet|forward|trigger|negated|10
satisfaisant pour exclure le patient|forward|trigger|negated|10
satisfaisant pour exclure la patiente|forward|trigger|negated|10
satisfaisant pour exclure le souffrant|forward|trigger|negated|10
satisfaisant pour exclure la souffrante|forward|trigger|negated|10
satisfaisant pour exclure le sujet|forward|trigger|negated|10
satisfaisant pour eliminer le patient|forward|trigger|negated|10
satisfaisant pour eliminer la patiente|forward|trigger|negated|10
satisfaisant pour eliminer le souffrant|forward|trigger|negated|10
satisfaisant pour eliminer la souffrante|forward|trigger|negated|10
satisfaisant pour eliminer le sujet|forward|trigger|negated|10
satisfaisant pour rejeter le patient|forward|trigger|negated|10
satisfaisant pour rejeter la patiente|forward|trigger|negated|10
satisfaisant pour rejeter le souffrant|forward|trigger|negated|10
satisfaisant pour rejeter la souffrante|forward|trigger|negated|10
satisfaisant pour rejeter le sujet|forward|trigger|negated|10
satisfaisant pour proscrire le patient|forward|trigger|negated|10
satisfaisant pour proscrire la patiente|forward|trigger|negated|10
satisfaisant pour proscrire le souffrant|forward|trigger|negated|10
satisfaisant pour proscrire la souffrante|forward|trigger|negated|10
satisfaisant pour proscrire le sujet|forward|trigger|negated|10
satisfaisant pour eloigner le patient|forward|trigger|negated|10
satisfaisant pour eloigner la patiente|forward|trigger|negated|10
satisfaisant pour eloigner le souffrant|forward|trigger|negated|10
satisfaisant pour eloigner la souffrante|forward|trigger|negated|10
satisfaisant pour eloigner le sujet|forward|trigger|negated|10
satisfaisant pour supprimer le patient|forward|trigger|negated|10
satisfaisant pour supprimer la patiente|forward|trigger|negated|10
satisfaisant pour supprimer le souffrant|forward|trigger|negated|10
satisfaisant pour supprimer la souffrante|forward|trigger|negated|10
satisfaisant pour supprimer le sujet|forward|trigger|negated|10
satisfaisant pour radier le patient|forward|trigger|negated|10
satisfaisant pour radier la patiente|forward|trigger|negated|10
satisfaisant pour radier le souffrant|forward|trigger|negated|10
satisfaisant pour radier la souffrante|forward|trigger|negated|10
satisfaisant pour radier le sujet|forward|trigger|negated|10
satisfaisante pour exclure le patient|forward|trigger|negated|10
satisfaisante pour exclure la patiente|forward|trigger|negated|10
satisfaisante pour exclure le souffrant|forward|trigger|negated|10
satisfaisante pour exclure la souffrante|forward|trigger|negated|10
satisfaisante pour exclure le sujet|forward|trigger|negated|10
satisfaisante pour eliminer le patient|forward|trigger|negated|10
satisfaisante pour eliminer la patiente|forward|trigger|negated|10
satisfaisante pour eliminer le souffrant|forward|trigger|negated|10
satisfaisante pour eliminer la souffrante|forward|trigger|negated|10
satisfaisante pour eliminer le sujet|forward|trigger|negated|10
satisfaisante pour rejeter le patient|forward|trigger|negated|10
satisfaisante pour rejeter la patiente|forward|trigger|negated|10
satisfaisante pour rejeter le souffrant|forward|trigger|negated|10
satisfaisante pour rejeter la souffrante|forward|trigger|negated|10
satisfaisante pour rejeter le sujet|forward|trigger|negated|10
satisfaisante pour proscrire le patient|forward|trigger|negated|10
satisfaisante pour proscrire la patiente|forward|trigger|negated|10
satisfaisante pour proscrire le souffrant|forward|trigger|negated|10
satisfaisante pour proscrire la souffrante|forward|trigger|negated|10
satisfaisante pour proscrire le sujet|forward|trigger|negated|10
satisfaisante pour eloigner le patient|forward|trigger|negated|10
satisfaisante pour eloigner la patiente|forward|trigger|negated|10
satisfaisante pour eloigner le souffrant|forward|trigger|negated|10
satisfaisante pour eloigner la souffrante|forward|trigger|negated|10
satisfaisante pour eloigner le sujet|forward|trigger|negated|10
satisfaisante pour supprimer le patient|forward|trigger|negated|10
satisfaisante pour supprimer la patiente|forward|trigger|negated|10
satisfaisante pour supprimer le souffrant|forward|trigger|negated|10
satisfaisante pour supprimer la souffrante|forward|trigger|negated|10
satisfaisante pour supprimer le sujet|forward|trigger|negated|10
satisfaisante pour radier le patient|forward|trigger|negated|10
satisfaisante pour radier la patiente|forward|trigger|negated|10
satisfaisante pour radier le souffrant|forward|trigger|negated|10
satisfaisante pour radier la souffrante|forward|trigger|negated|10
satisfaisante pour radier le sujet|forward|trigger|negated|10
supportable pour exclure le patient|forward|trigger|negated|10
supportable pour exclure la patiente|forward|trigger|negated|10
